2020-05-15 14:36:10,675INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:48:34,809INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['testcase/test001/test_Case_001'], ['test_持卡人_购买电商产品_付款成功'], ['test_case_01'], ['1'], 1589852914)
2020-05-19 09:48:34,856INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['51.6377067565918'], ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:34,878INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['17.021434545516968'], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:34,900INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:34,907INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:34,920INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['testcase/test001/test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589852914)
2020-05-19 09:48:34,927INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['51.6377067565918'], ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:34,966INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['17.021434545516968'], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:34,974INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:35,004INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:35,045INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s('通过', ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:35,059INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s('style=background-color:Lime', ['test_case_01'], 'v2020.0519.0006')
2020-05-19 09:48:35,100INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s('通过', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:35,123INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:48:35,450INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0519.0006', 'GBSS')
2020-05-19 09:48:35,493INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-05-19 09:48:35', 'v2020.0519.0006', 'GBSS')
2020-05-19 09:48:35,500INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0519.0006
2020-05-19 09:48:35,500INFO    :查询成功，结果为:4
2020-05-19 09:48:35,507INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0519.0006
2020-05-19 09:48:35,507INFO    :查询成功，结果为:4
2020-05-19 09:48:35,525INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0519.0006
2020-05-19 09:48:35,525INFO    :查询成功，结果为:0
2020-05-19 09:48:35,534INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0519.0006
2020-05-19 09:48:35,534INFO    :查询成功，结果为:(('test_持卡人_购买直销产品_付款成功', '通过', 'style=background-color:Lime'), ('test_全球购_付款成功', '通过', 'style=background-color:Lime'), ('test_持卡人_购买电商产品_付款成功', '通过', 'style=background-color:Lime'), ('test_持卡人_新增销售单', '通过', 'style=background-color:Lime'))
2020-05-19 09:51:27,531INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:51:27,531INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 09:51:27,564ERROR   :execute failed:INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)
2020-05-19 09:51:27,564ERROR   :param:('GBSS', 'v2020.0519.0006', ['test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], [], 1589853087)
2020-05-19 09:51:27,565INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], [], 1589853087)
2020-05-19 09:53:43,053INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:53:43,053INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 09:53:43,083INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853223)
2020-05-19 09:53:43,166INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['17.84837245941162'], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:53:43,185INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:53:43,197INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s('通过', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:53:43,266INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:56:05,817INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:56:05,817INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 09:56:05,847ERROR   :execute failed:INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)
2020-05-19 09:56:05,847ERROR   :param:('GBSS', 'v2020.0519.0006', [], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853365)
2020-05-19 09:56:05,848INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', [], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853365)
2020-05-19 09:58:21,955INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:58:21,955INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 09:58:21,988INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ["test_case_02'], '1', ['test_Case_001"], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853501)
2020-05-19 09:58:22,004INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['18.124762535095215'], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:58:22,031INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:58:22,066INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s('通过', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:58:22,143INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:59:22,327INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 09:59:22,327INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 09:59:22,356INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853562)
2020-05-19 09:59:22,367INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s(['19.722806215286255'], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:59:22,380INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:59:22,396INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s('通过', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 09:59:22,414INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0006')
2020-05-19 10:02:03,954INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:02:03,955INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 10:02:03,985INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0006', ['test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853723)
2020-05-19 10:02:04,010INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['17.288597345352173'], ['test_case_02'], 'v2020.0519.0006', ['test_Case_001'])
2020-05-19 10:02:04,062INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0006', ['test_Case_001'])
2020-05-19 10:02:04,075INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('通过', ['test_case_02'], 'v2020.0519.0006', ['test_Case_001'])
2020-05-19 10:02:04,088INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0006', ['test_Case_001'])
2020-05-19 10:02:33,462INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:02:33,463INFO    :查询成功，结果为:v2020.0519.0006
2020-05-19 10:02:33,486INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0519.0007', 'WEB', 'GBSS')
2020-05-19 10:02:33,518INFO    :操作成功，执行语句为INSERT INTO test_task(version, project, type, state, start_time, end_time)VALUE(%s,%s,%s,%s,%s,null)('v2020.0519.0007', 'GBSS', 'WEB', 'executing', '2020-05-19 10:02:33')
2020-05-19 10:03:07,461INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:03:07,461INFO    :查询成功，结果为:v2020.0519.0007
2020-05-19 10:03:07,515INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0007', ['testcase/test003/test_Case_003'], ['test_全球购_付款成功'], ['test_case_03'], ['0'], 1589853787)
2020-05-19 10:03:07,532INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['13.117866277694702'], ['test_case_03'], 'v2020.0519.0007', ['testcase/test003/test_Case_003'])
2020-05-19 10:03:07,625ERROR   :execute failed:UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s
2020-05-19 10:03:07,626ERROR   :param:(['\'selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <span class="glyphicon glyphicon-search color-normal search-btn" onclick="gotoSearch(\\\'search_type_all\\\',\\\'btn\\\',null'], ['test_case_03'], 'v2020.0519.0007', ['testcase/test003/test_Case_003'])
2020-05-19 10:03:07,627INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['\'selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <span class="glyphicon glyphicon-search color-normal search-btn" onclick="gotoSearch(\\\'search_type_all\\\',\\\'btn\\\',null'], ['test_case_03'], 'v2020.0519.0007', ['testcase/test003/test_Case_003'])
2020-05-19 10:03:46,075INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:03:46,076INFO    :查询成功，结果为:v2020.0519.0007
2020-05-19 10:03:46,116INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0007', ['testcase/test001/test_Case_001'], ['test_持卡人_购买电商产品_付款成功'], ['test_case_01'], ['0'], 1589853826)
2020-05-19 10:03:46,159INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['31.296979427337646'], ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,167INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['20.740800142288208'], ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,215INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['\'selenium.common.exceptions.NoSuchElementException: Message: no such element: Unable to locate element: {"method":"css selector","selector":"[id="btnAdd"]"}\\n  (Session info: chrome=78.0.3904.108'], ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,222INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,245INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0007', ['testcase/test001/test_Case_001'], ['test_持卡人_新增销售单'], ['test_case_02'], ['1'], 1589853826)
2020-05-19 10:03:46,282INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['31.296979427337646'], ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,363INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['20.740800142288208'], ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,370INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['\'selenium.common.exceptions.NoSuchElementException: Message: no such element: Unable to locate element: {"method":"css selector","selector":"[id="btnAdd"]"}\\n  (Session info: chrome=78.0.3904.108'], ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,387INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,412INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('不通过', ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,431INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:red', ['test_case_01'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,471INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('通过', ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:03:46,512INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0007', ['testcase/test001/test_Case_001'])
2020-05-19 10:04:08,320INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:04:08,320INFO    :查询成功，结果为:v2020.0519.0007
2020-05-19 10:04:08,367INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0007', ['testcase/test002/test_Case_002'], ['test_持卡人_购买直销产品_付款成功'], ['test_case_02'], ['1'], 1589853848)
2020-05-19 10:04:08,380INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['81.8539354801178'], ['test_case_02'], 'v2020.0519.0007', ['testcase/test002/test_Case_002'])
2020-05-19 10:04:08,404INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0007', ['testcase/test002/test_Case_002'])
2020-05-19 10:04:08,422INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('通过', ['test_case_02'], 'v2020.0519.0007', ['testcase/test002/test_Case_002'])
2020-05-19 10:04:08,443INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0007', ['testcase/test002/test_Case_002'])
2020-05-19 10:04:08,741INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0519.0007', 'GBSS')
2020-05-19 10:04:08,753INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-05-19 10:04:08', 'v2020.0519.0007', 'GBSS')
2020-05-19 10:04:08,760INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0519.0007
2020-05-19 10:04:08,761INFO    :查询成功，结果为:4
2020-05-19 10:04:08,768INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0519.0007
2020-05-19 10:04:08,768INFO    :查询成功，结果为:2
2020-05-19 10:04:08,775INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0519.0007
2020-05-19 10:04:08,775INFO    :查询成功，结果为:2
2020-05-19 10:04:08,783INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0519.0007
2020-05-19 10:04:08,783INFO    :查询成功，结果为:(('test_全球购_付款成功', None, None), ('test_持卡人_购买电商产品_付款成功', '不通过', 'style=background-color:red'), ('test_持卡人_新增销售单', '通过', 'style=background-color:Lime'), ('test_持卡人_购买直销产品_付款成功', '通过', 'style=background-color:Lime'))
2020-05-19 10:07:46,968INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:07:46,968INFO    :查询成功，结果为:v2020.0519.0007
2020-05-19 10:07:46,988INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0519.0008', 'WEB', 'GBSS')
2020-05-19 10:07:47,037INFO    :操作成功，执行语句为INSERT INTO test_task(version, project, type, state, start_time, end_time)VALUE(%s,%s,%s,%s,%s,null)('v2020.0519.0008', 'GBSS', 'WEB', 'executing', '2020-05-19 10:07:46')
2020-05-19 10:08:56,928INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:08:56,928INFO    :查询成功，结果为:v2020.0519.0008
2020-05-19 10:08:57,047INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0008', ['testcase/test002/test_Case_002'], ['test_持卡人_购买直销产品_付款成功'], ['test_case_02'], ['1'], 1589854136)
2020-05-19 10:08:57,059INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['55.948811769485474'], ['test_case_02'], 'v2020.0519.0008', ['testcase/test002/test_Case_002'])
2020-05-19 10:08:57,135INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_02'], 'v2020.0519.0008', ['testcase/test002/test_Case_002'])
2020-05-19 10:08:57,151INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('通过', ['test_case_02'], 'v2020.0519.0008', ['testcase/test002/test_Case_002'])
2020-05-19 10:08:57,174INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:Lime', ['test_case_02'], 'v2020.0519.0008', ['testcase/test002/test_Case_002'])
2020-05-19 10:08:58,651INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:08:58,652INFO    :查询成功，结果为:v2020.0519.0008
2020-05-19 10:08:58,685INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0008', ['testcase/test003/test_Case_003'], ['test_全球购_付款成功'], ['test_case_03'], ['1'], 1589854138)
2020-05-19 10:08:58,771INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['57.80975914001465'], ['test_case_03'], 'v2020.0519.0008', ['testcase/test003/test_Case_003'])
2020-05-19 10:08:58,854INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_03'], 'v2020.0519.0008', ['testcase/test003/test_Case_003'])
2020-05-19 10:08:58,870INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s ('通过', ['test_case_03'], 'v2020.0519.0008', ['testcase/test003/test_Case_003'])
2020-05-19 10:08:58,932INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s('style=background-color:Lime', ['test_case_03'], 'v2020.0519.0008', ['testcase/test003/test_Case_003'])
2020-05-19 10:09:22,318INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-19 10:09:22,318INFO    :查询成功，结果为:v2020.0519.0008
2020-05-19 10:09:22,331INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,null,null,%s)('GBSS', 'v2020.0519.0008', ['testcase/test001/test_Case_001'], ['test_持卡人_购买电商产品_付款成功'], ['test_case_01'], ['1'], 1589854162)
2020-05-19 10:09:22,378INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['55.450106620788574'], ['test_case_01'], 'v2020.0519.0008', ['testcase/test001/test_Case_001'])
2020-05-19 10:09:22,384INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(['18.33239483833313'], ['test_case_02'], 'v2020.0519.0008', ['testcase/test001/test_Case_001'])
2020-05-19 10:09:22,396INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s(["'Null'"], ['test_case_01'], 'v2020.0519.0008', ['testcase/test001/test_Case_001'])
